instance,n_customers,placement_seed,coverage,coverage_pct,pair_rank_within_coverage,node_i,node_j
tc0c40s5ct0.xml,40,20240529,0.3,30%,7,25,36
tc0c40s5ct0.xml,40,20240529,0.3,30%,8,34,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,9,6,37
tc0c40s5ct0.xml,40,20240529,0.3,30%,10,1,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,11,8,12
tc0c40s5ct0.xml,40,20240529,0.3,30%,12,5,9
tc0c40s5ct0.xml,40,20240529,0.3,30%,13,5,27
tc0c40s5ct0.xml,40,20240529,0.3,30%,14,13,38
tc0c40s5ct0.xml,40,20240529,0.3,30%,15,6,21
tc0c40s5ct0.xml,40,20240529,0.3,30%,16,32,37
tc0c40s5ct0.xml,40,20240529,0.3,30%,17,22,28
tc0c40s5ct0.xml,40,20240529,0.3,30%,18,17,24
tc0c40s5ct0.xml,40,20240529,0.3,30%,19,11,20
tc0c40s5ct0.xml,40,20240529,0.3,30%,20,3,24
tc0c40s5ct0.xml,40,20240529,0.3,30%,21,12,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,22,23,29
tc0c40s5ct0.xml,40,20240529,0.3,30%,23,6,36
tc0c40s5ct0.xml,40,20240529,0.3,30%,24,11,31
tc0c40s5ct0.xml,40,20240529,0.3,30%,25,1,7
tc0c40s5ct0.xml,40,20240529,0.3,30%,26,4,24
tc0c40s5ct0.xml,40,20240529,0.3,30%,27,23,26
tc0c40s5ct0.xml,40,20240529,0.3,30%,28,21,22
tc0c40s5ct0.xml,40,20240529,0.3,30%,29,19,28
tc0c40s5ct0.xml,40,20240529,0.3,30%,30,16,17
tc0c40s5ct0.xml,40,20240529,0.3,30%,31,26,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,32,30,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,33,4,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,34,30,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,35,9,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,36,4,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,37,9,20
tc0c40s5ct0.xml,40,20240529,0.3,30%,38,4,16
tc0c40s5ct0.xml,40,20240529,0.3,30%,39,3,5
tc0c40s5ct0.xml,40,20240529,0.3,30%,40,18,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,41,5,11
tc0c40s5ct0.xml,40,20240529,0.3,30%,42,27,37
tc0c40s5ct0.xml,40,20240529,0.3,30%,43,15,25
tc0c40s5ct0.xml,40,20240529,0.3,30%,44,23,28
tc0c40s5ct0.xml,40,20240529,0.3,30%,45,4,26
tc0c40s5ct0.xml,40,20240529,0.3,30%,46,17,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,47,31,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,48,19,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,49,35,37
tc0c40s5ct0.xml,40,20240529,0.3,30%,50,3,25
tc0c40s5ct0.xml,40,20240529,0.3,30%,51,17,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,52,5,29
tc0c40s5ct0.xml,40,20240529,0.3,30%,53,7,31
tc0c40s5ct0.xml,40,20240529,0.3,30%,54,21,29
tc0c40s5ct0.xml,40,20240529,0.3,30%,55,2,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,56,8,17
tc0c40s5ct0.xml,40,20240529,0.3,30%,57,11,13
tc0c40s5ct0.xml,40,20240529,0.3,30%,58,22,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,59,13,28
tc0c40s5ct0.xml,40,20240529,0.3,30%,60,26,29
tc0c40s5ct0.xml,40,20240529,0.3,30%,61,6,22
tc0c40s5ct0.xml,40,20240529,0.3,30%,62,14,40
tc0c40s5ct0.xml,40,20240529,0.3,30%,63,12,22
tc0c40s5ct0.xml,40,20240529,0.3,30%,64,8,16
tc0c40s5ct0.xml,40,20240529,0.3,30%,65,4,38
tc0c40s5ct0.xml,40,20240529,0.3,30%,66,22,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,67,11,21
tc0c40s5ct0.xml,40,20240529,0.3,30%,68,13,23
tc0c40s5ct0.xml,40,20240529,0.3,30%,69,25,30
tc0c40s5ct0.xml,40,20240529,0.3,30%,70,33,36
tc0c40s5ct0.xml,40,20240529,0.3,30%,71,4,13
tc0c40s5ct0.xml,40,20240529,0.3,30%,72,9,14
tc0c40s5ct0.xml,40,20240529,0.3,30%,73,28,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,74,13,30
tc0c40s5ct0.xml,40,20240529,0.3,30%,75,5,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,76,6,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,77,18,37
tc0c40s5ct0.xml,40,20240529,0.3,30%,78,4,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,79,13,24
tc0c40s5ct0.xml,40,20240529,0.3,30%,80,38,40
tc0c40s5ct0.xml,40,20240529,0.3,30%,81,4,22
tc0c40s5ct0.xml,40,20240529,0.3,30%,82,25,27
tc0c40s5ct0.xml,40,20240529,0.3,30%,83,3,14
tc0c40s5ct0.xml,40,20240529,0.3,30%,84,5,14
tc0c40s5ct0.xml,40,20240529,0.3,30%,85,28,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,86,11,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,87,11,15
tc0c40s5ct0.xml,40,20240529,0.3,30%,88,33,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,89,4,12
tc0c40s5ct0.xml,40,20240529,0.3,30%,90,25,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,91,4,23
tc0c40s5ct0.xml,40,20240529,0.3,30%,92,37,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,93,35,38
tc0c40s5ct0.xml,40,20240529,0.3,30%,94,1,27
tc0c40s5ct0.xml,40,20240529,0.3,30%,95,27,31
tc0c40s5ct0.xml,40,20240529,0.3,30%,96,7,25
tc0c40s5ct0.xml,40,20240529,0.3,30%,97,23,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,98,3,26
tc0c40s5ct0.xml,40,20240529,0.3,30%,99,23,30
tc0c40s5ct0.xml,40,20240529,0.3,30%,100,33,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,101,25,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,102,18,29
tc0c40s5ct0.xml,40,20240529,0.3,30%,103,20,27
tc0c40s5ct0.xml,40,20240529,0.3,30%,104,18,21
tc0c40s5ct0.xml,40,20240529,0.3,30%,105,6,10
tc0c40s5ct0.xml,40,20240529,0.3,30%,106,28,36
tc0c40s5ct0.xml,40,20240529,0.3,30%,107,3,12
tc0c40s5ct0.xml,40,20240529,0.3,30%,108,33,37
tc0c40s5ct0.xml,40,20240529,0.3,30%,109,2,40
tc0c40s5ct0.xml,40,20240529,0.3,30%,110,5,13
tc0c40s5ct0.xml,40,20240529,0.3,30%,111,3,19
tc0c40s5ct0.xml,40,20240529,0.3,30%,112,31,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,113,32,36
tc0c40s5ct0.xml,40,20240529,0.3,30%,114,12,18
tc0c40s5ct0.xml,40,20240529,0.3,30%,115,6,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,116,7,20
tc0c40s5ct0.xml,40,20240529,0.3,30%,117,15,28
tc0c40s5ct0.xml,40,20240529,0.3,30%,118,17,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,119,22,38
tc0c40s5ct0.xml,40,20240529,0.3,30%,120,27,40
tc0c40s5ct0.xml,40,20240529,0.3,30%,121,9,21
tc0c40s5ct0.xml,40,20240529,0.3,30%,122,14,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,123,19,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,124,15,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,125,36,38
tc0c40s5ct0.xml,40,20240529,0.3,30%,126,7,21
tc0c40s5ct0.xml,40,20240529,0.3,30%,127,10,20
tc0c40s5ct0.xml,40,20240529,0.3,30%,128,15,17
tc0c40s5ct0.xml,40,20240529,0.3,30%,129,22,40
tc0c40s5ct0.xml,40,20240529,0.3,30%,130,18,23
tc0c40s5ct0.xml,40,20240529,0.3,30%,131,12,19
tc0c40s5ct0.xml,40,20240529,0.3,30%,132,33,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,133,18,30
tc0c40s5ct0.xml,40,20240529,0.3,30%,134,5,25
tc0c40s5ct0.xml,40,20240529,0.3,30%,135,16,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,136,2,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,137,8,13
tc0c40s5ct0.xml,40,20240529,0.3,30%,138,10,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,139,11,29
tc0c40s5ct0.xml,40,20240529,0.3,30%,140,2,25
tc0c40s5ct0.xml,40,20240529,0.3,30%,141,24,38
tc0c40s5ct0.xml,40,20240529,0.3,30%,142,23,36
tc0c40s5ct0.xml,40,20240529,0.3,30%,143,5,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,144,17,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,145,9,28
tc0c40s5ct0.xml,40,20240529,0.3,30%,146,27,29
tc0c40s5ct0.xml,40,20240529,0.3,30%,147,3,30
tc0c40s5ct0.xml,40,20240529,0.3,30%,148,21,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,149,31,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,150,12,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,151,16,27
tc0c40s5ct0.xml,40,20240529,0.3,30%,152,15,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,153,11,28
tc0c40s5ct0.xml,40,20240529,0.3,30%,154,26,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,155,13,14
tc0c40s5ct0.xml,40,20240529,0.3,30%,156,20,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,157,15,23
tc0c40s5ct0.xml,40,20240529,0.3,30%,158,3,15
tc0c40s5ct0.xml,40,20240529,0.3,30%,159,2,4
tc0c40s5ct0.xml,40,20240529,0.3,30%,160,30,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,161,21,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,162,23,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,163,6,20
tc0c40s5ct0.xml,40,20240529,0.3,30%,164,9,15
tc0c40s5ct0.xml,40,20240529,0.3,30%,165,4,11
tc0c40s5ct0.xml,40,20240529,0.3,30%,166,10,28
tc0c40s5ct0.xml,40,20240529,0.3,30%,167,9,31
tc0c40s5ct0.xml,40,20240529,0.3,30%,168,1,8
tc0c40s5ct0.xml,40,20240529,0.3,30%,169,8,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,170,11,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,171,24,26
tc0c40s5ct0.xml,40,20240529,0.3,30%,172,7,13
tc0c40s5ct0.xml,40,20240529,0.3,30%,173,10,31
tc0c40s5ct0.xml,40,20240529,0.3,30%,174,13,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,175,26,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,176,10,30
tc0c40s5ct0.xml,40,20240529,0.3,30%,177,17,37
tc0c40s5ct0.xml,40,20240529,0.3,30%,178,5,28
tc0c40s5ct0.xml,40,20240529,0.3,30%,179,21,23
tc0c40s5ct0.xml,40,20240529,0.3,30%,180,1,5
tc0c40s5ct0.xml,40,20240529,0.3,30%,181,12,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,182,26,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,183,13,27
tc0c40s5ct0.xml,40,20240529,0.3,30%,184,29,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,185,10,12
tc0c40s5ct0.xml,40,20240529,0.3,30%,186,30,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,187,13,19
tc0c40s5ct0.xml,40,20240529,0.3,30%,188,10,22
tc0c40s5ct0.xml,40,20240529,0.3,30%,189,12,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,190,15,30
tc0c40s5ct0.xml,40,20240529,0.3,30%,191,10,14
tc0c40s5ct0.xml,40,20240529,0.3,30%,192,4,27
tc0c40s5ct0.xml,40,20240529,0.3,30%,193,5,35
tc0c40s5ct0.xml,40,20240529,0.3,30%,194,17,36
tc0c40s5ct0.xml,40,20240529,0.3,30%,195,22,23
tc0c40s5ct0.xml,40,20240529,0.3,30%,196,8,26
tc0c40s5ct0.xml,40,20240529,0.3,30%,197,8,31
tc0c40s5ct0.xml,40,20240529,0.3,30%,198,5,20
tc0c40s5ct0.xml,40,20240529,0.3,30%,199,6,31
tc0c40s5ct0.xml,40,20240529,0.3,30%,200,14,15
tc0c40s5ct0.xml,40,20240529,0.3,30%,201,7,10
tc0c40s5ct0.xml,40,20240529,0.3,30%,202,2,10
tc0c40s5ct0.xml,40,20240529,0.3,30%,203,31,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,204,29,40
tc0c40s5ct0.xml,40,20240529,0.3,30%,205,16,40
tc0c40s5ct0.xml,40,20240529,0.3,30%,206,5,40
tc0c40s5ct0.xml,40,20240529,0.3,30%,207,5,21
tc0c40s5ct0.xml,40,20240529,0.3,30%,208,9,18
tc0c40s5ct0.xml,40,20240529,0.3,30%,209,4,36
tc0c40s5ct0.xml,40,20240529,0.3,30%,210,19,37
tc0c40s5ct0.xml,40,20240529,0.3,30%,211,10,16
tc0c40s5ct0.xml,40,20240529,0.3,30%,212,16,25
tc0c40s5ct0.xml,40,20240529,0.3,30%,213,20,28
tc0c40s5ct0.xml,40,20240529,0.3,30%,214,35,40
tc0c40s5ct0.xml,40,20240529,0.3,30%,215,13,33
tc0c40s5ct0.xml,40,20240529,0.3,30%,216,18,24
tc0c40s5ct0.xml,40,20240529,0.3,30%,217,23,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,218,12,27
tc0c40s5ct0.xml,40,20240529,0.3,30%,219,24,32
tc0c40s5ct0.xml,40,20240529,0.3,30%,220,19,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,221,17,19
tc0c40s5ct0.xml,40,20240529,0.3,30%,222,19,25
tc0c40s5ct0.xml,40,20240529,0.3,30%,223,2,6
tc0c40s5ct0.xml,40,20240529,0.3,30%,224,16,21
tc0c40s5ct0.xml,40,20240529,0.3,30%,225,22,26
tc0c40s5ct0.xml,40,20240529,0.3,30%,226,18,40
tc0c40s5ct0.xml,40,20240529,0.3,30%,227,21,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,228,7,11
tc0c40s5ct0.xml,40,20240529,0.3,30%,229,9,29
tc0c40s5ct0.xml,40,20240529,0.3,30%,230,1,11
tc0c40s5ct0.xml,40,20240529,0.3,30%,231,3,34
tc0c40s5ct0.xml,40,20240529,0.3,30%,232,18,22
tc0c40s5ct0.xml,40,20240529,0.3,30%,233,13,39
tc0c40s5ct0.xml,40,20240529,0.3,30%,234,8,23
tc0c40s5ct0.xml,40,20240530,0.1,10%,1,9,34
tc0c40s5ct0.xml,40,20240530,0.1,10%,2,7,26
tc0c40s5ct0.xml,40,20240530,0.1,10%,3,22,35
tc0c40s5ct0.xml,40,20240530,0.1,10%,4,36,37
tc0c40s5ct0.xml,40,20240530,0.1,10%,5,21,26
tc0c40s5ct0.xml,40,20240530,0.1,10%,6,11,27
tc0c40s5ct0.xml,40,20240530,0.1,10%,7,17,27
tc0c40s5ct0.xml,40,20240530,0.1,10%,8,10,18
tc0c40s5ct0.xml,40,20240530,0.1,10%,9,5,15
tc0c40s5ct0.xml,40,20240530,0.1,10%,10,13,23
tc0c40s5ct0.xml,40,20240530,0.1,10%,11,10,36
tc0c40s5ct0.xml,40,20240530,0.1,10%,12,7,19
tc0c40s5ct0.xml,40,20240530,0.1,10%,13,5,21
tc0c40s5ct0.xml,40,20240530,0.1,10%,14,3,36
tc0c40s5ct0.xml,40,20240530,0.1,10%,15,15,39
tc0c40s5ct0.xml,40,20240530,0.1,10%,16,21,34
tc0c40s5ct0.xml,40,20240530,0.1,10%,17,20,24
tc0c40s5ct0.xml,40,20240530,0.1,10%,18,2,31
tc0c40s5ct0.xml,40,20240530,0.1,10%,19,4,29
tc0c40s5ct0.xml,40,20240530,0.1,10%,20,6,37
tc0c40s5ct0.xml,40,20240530,0.1,10%,21,1,7
tc0c40s5ct0.xml,40,20240530,0.1,10%,22,4,14
tc0c40s5ct0.xml,40,20240530,0.1,10%,23,20,32
tc0c40s5ct0.xml,40,20240530,0.1,10%,24,17,21
tc0c40s5ct0.xml,40,20240530,0.1,10%,25,6,17
tc0c40s5ct0.xml,40,20240530,0.1,10%,26,25,32
tc0c40s5ct0.xml,40,20240530,0.1,10%,27,18,34
tc0c40s5ct0.xml,40,20240530,0.1,10%,28,21,33
tc0c40s5ct0.xml,40,20240530,0.1,10%,29,14,37
tc0c40s5ct0.xml,40,20240530,0.1,10%,30,19,32
tc0c40s5ct0.xml,40,20240530,0.1,10%,31,21,29
tc0c40s5ct0.xml,40,20240530,0.1,10%,32,10,22
tc0c40s5ct0.xml,40,20240530,0.1,10%,33,29,30
tc0c40s5ct0.xml,40,20240530,0.1,10%,34,15,36
tc0c40s5ct0.xml,40,20240530,0.1,10%,35,2,39
tc0c40s5ct0.xml,40,20240530,0.1,10%,36,4,13
tc0c40s5ct0.xml,40,20240530,0.1,10%,37,11,38
tc0c40s5ct0.xml,40,20240530,0.1,10%,38,20,38
tc0c40s5ct0.xml,40,20240530,0.1,10%,39,26,30
tc0c40s5ct0.xml,40,20240530,0.1,10%,40,34,35
tc0c40s5ct0.xml,40,20240530,0.1,10%,41,6,10
tc0c40s5ct0.xml,40,20240530,0.1,10%,42,3,24
tc0c40s5ct0.xml,40,20240530,0.1,10%,43,10,32
tc0c40s5ct0.xml,40,20240530,0.1,10%,44,26,29
tc0c40s5ct0.xml,40,20240530,0.1,10%,45,5,12
tc0c40s5ct0.xml,40,20240530,0.1,10%,46,28,38
tc0c40s5ct0.xml,40,20240530,0.1,10%,47,27,39
tc0c40s5ct0.xml,40,20240530,0.1,10%,48,12,31
tc0c40s5ct0.xml,40,20240530,0.1,10%,49,12,22
tc0c40s5ct0.xml,40,20240530,0.1,10%,50,21,36
tc0c40s5ct0.xml,40,20240530,0.1,10%,51,18,25
tc0c40s5ct0.xml,40,20240530,0.1,10%,52,1,12
tc0c40s5ct0.xml,40,20240530,0.1,10%,53,10,39
tc0c40s5ct0.xml,40,20240530,0.1,10%,54,13,27
tc0c40s5ct0.xml,40,20240530,0.1,10%,55,13,25
tc0c40s5ct0.xml,40,20240530,0.1,10%,56,20,25
tc0c40s5ct0.xml,40,20240530,0.1,10%,57,5,35
tc0c40s5ct0.xml,40,20240530,0.1,10%,58,1,11
tc0c40s5ct0.xml,40,20240530,0.1,10%,59,11,16
tc0c40s5ct0.xml,40,20240530,0.1,10%,60,7,25
tc0c40s5ct0.xml,40,20240530,0.1,10%,61,24,33
tc0c40s5ct0.xml,40,20240530,0.1,10%,62,1,25
tc0c40s5ct0.xml,40,20240530,0.1,10%,63,20,35
tc0c40s5ct0.xml,40,20240530,0.1,10%,64,4,37
tc0c40s5ct0.xml,40,20240530,0.1,10%,65,8,19
tc0c40s5ct0.xml,40,20240530,0.1,10%,66,25,26
tc0c40s5ct0.xml,40,20240530,0.1,10%,67,26,28
tc0c40s5ct0.xml,40,20240530,0.1,10%,68,9,31
tc0c40s5ct0.xml,40,20240530,0.1,10%,69,16,20
tc0c40s5ct0.xml,40,20240530,0.1,10%,70,25,28
tc0c40s5ct0.xml,40,20240530,0.1,10%,71,10,26
tc0c40s5ct0.xml,40,20240530,0.1,10%,72,2,36
tc0c40s5ct0.xml,40,20240530,0.1,10%,73,14,25
tc0c40s5ct0.xml,40,20240530,0.1,10%,74,22,37
tc0c40s5ct0.xml,40,20240530,0.1,10%,75,24,27
tc0c40s5ct0.xml,40,20240530,0.1,10%,76,21,40
tc0c40s5ct0.xml,40,20240530,0.1,10%,77,20,27
tc0c40s5ct0.xml,40,20240530,0.1,10%,78,3,13
tc0c40s5ct0.xml,40,20240530,0.2,20%,1,9,34
tc0c40s5ct0.xml,40,20240530,0.2,20%,2,7,26
tc0c40s5ct0.xml,40,20240530,0.2,20%,3,22,35
tc0c40s5ct0.xml,40,20240530,0.2,20%,4,36,37
tc0c40s5ct0.xml,40,20240530,0.2,20%,5,21,26
tc0c40s5ct0.xml,40,20240530,0.2,20%,6,11,27
tc0c40s5ct0.xml,40,20240530,0.2,20%,7,17,27
tc0c40s5ct0.xml,40,20240530,0.2,20%,8,10,18
tc0c40s5ct0.xml,40,20240530,0.2,20%,9,5,15
tc0c40s5ct0.xml,40,20240530,0.2,20%,10,13,23
tc0c40s5ct0.xml,40,20240530,0.2,20%,11,10,36
tc0c40s5ct0.xml,40,20240530,0.2,20%,12,7,19
tc0c40s5ct0.xml,40,20240530,0.2,20%,13,5,21
tc0c40s5ct0.xml,40,20240530,0.2,20%,14,3,36
tc0c40s5ct0.xml,40,20240530,0.2,20%,15,15,39
tc0c40s5ct0.xml,40,20240530,0.2,20%,16,21,34
tc0c40s5ct0.xml,40,20240530,0.2,20%,17,20,24
tc0c40s5ct0.xml,40,20240530,0.2,20%,18,2,31
tc0c40s5ct0.xml,40,20240530,0.2,20%,19,4,29
tc0c40s5ct0.xml,40,20240530,0.2,20%,20,6,37
tc0c40s5ct0.xml,40,20240530,0.2,20%,21,1,7
tc0c40s5ct0.xml,40,20240530,0.2,20%,22,4,14
tc0c40s5ct0.xml,40,20240530,0.2,20%,23,20,32
tc0c40s5ct0.xml,40,20240530,0.2,20%,24,17,21
tc0c40s5ct0.xml,40,20240530,0.2,20%,25,6,17
tc0c40s5ct0.xml,40,20240530,0.2,20%,26,25,32
tc0c40s5ct0.xml,40,20240530,0.2,20%,27,18,34
tc0c40s5ct0.xml,40,20240530,0.2,20%,28,21,33
tc0c40s5ct0.xml,40,20240530,0.2,20%,29,14,37
tc0c40s5ct0.xml,40,20240530,0.2,20%,30,19,32
tc0c40s5ct0.xml,40,20240530,0.2,20%,31,21,29
tc0c40s5ct0.xml,40,20240530,0.2,20%,32,10,22
tc0c40s5ct0.xml,40,20240530,0.2,20%,33,29,30
tc0c40s5ct0.xml,40,20240530,0.2,20%,34,15,36
tc0c40s5ct0.xml,40,20240530,0.2,20%,35,2,39
tc0c40s5ct0.xml,40,20240530,0.2,20%,36,4,13
tc0c40s5ct0.xml,40,20240530,0.2,20%,37,11,38
tc0c40s5ct0.xml,40,20240530,0.2,20%,38,20,38
tc0c40s5ct0.xml,40,20240530,0.2,20%,39,26,30
tc0c40s5ct0.xml,40,20240530,0.2,20%,40,34,35
tc0c40s5ct0.xml,40,20240530,0.2,20%,41,6,10
tc0c40s5ct0.xml,40,20240530,0.2,20%,42,3,24
tc0c40s5ct0.xml,40,20240530,0.2,20%,43,10,32
tc0c40s5ct0.xml,40,20240530,0.2,20%,44,26,29
tc0c40s5ct0.xml,40,20240530,0.2,20%,45,5,12
tc0c40s5ct0.xml,40,20240530,0.2,20%,46,28,38
tc0c40s5ct0.xml,40,20240530,0.2,20%,47,27,39
tc0c40s5ct0.xml,40,20240530,0.2,20%,48,12,31
tc0c40s5ct0.xml,40,20240530,0.2,20%,49,12,22
tc0c40s5ct0.xml,40,20240530,0.2,20%,50,21,36
tc0c40s5ct0.xml,40,20240530,0.2,20%,51,18,25
tc0c40s5ct0.xml,40,20240530,0.2,20%,52,1,12
tc0c40s5ct0.xml,40,20240530,0.2,20%,53,10,39
tc0c40s5ct0.xml,40,20240530,0.2,20%,54,13,27
tc0c40s5ct0.xml,40,20240530,0.2,20%,55,13,25
tc0c40s5ct0.xml,40,20240530,0.2,20%,56,20,25
tc0c40s5ct0.xml,40,20240530,0.2,20%,57,5,35
tc0c40s5ct0.xml,40,20240530,0.2,20%,58,1,11
tc0c40s5ct0.xml,40,20240530,0.2,20%,59,11,16
tc0c40s5ct0.xml,40,20240530,0.2,20%,60,7,25
tc0c40s5ct0.xml,40,20240530,0.2,20%,61,24,33
tc0c40s5ct0.xml,40,20240530,0.2,20%,62,1,25
tc0c40s5ct0.xml,40,20240530,0.2,20%,63,20,35
tc0c40s5ct0.xml,40,20240530,0.2,20%,64,4,37
tc0c40s5ct0.xml,40,20240530,0.2,20%,65,8,19
tc0c40s5ct0.xml,40,20240530,0.2,20%,66,25,26
tc0c40s5ct0.xml,40,20240530,0.2,20%,67,26,28
tc0c40s5ct0.xml,40,20240530,0.2,20%,68,9,31
tc0c40s5ct0.xml,40,20240530,0.2,20%,69,16,20
tc0c40s5ct0.xml,40,20240530,0.2,20%,70,25,28
tc0c40s5ct0.xml,40,20240530,0.2,20%,71,10,26
tc0c40s5ct0.xml,40,20240530,0.2,20%,72,2,36
tc0c40s5ct0.xml,40,20240530,0.2,20%,73,14,25
tc0c40s5ct0.xml,40,20240530,0.2,20%,74,22,37
tc0c40s5ct0.xml,40,20240530,0.2,20%,75,24,27
tc0c40s5ct0.xml,40,20240530,0.2,20%,76,21,40
tc0c40s5ct0.xml,40,20240530,0.2,20%,77,20,27
tc0c40s5ct0.xml,40,20240530,0.2,20%,78,3,13
tc0c40s5ct0.xml,40,20240530,0.2,20%,79,3,11
tc0c40s5ct0.xml,40,20240530,0.2,20%,80,29,32
tc0c40s5ct0.xml,40,20240530,0.2,20%,81,33,39
tc0c40s5ct0.xml,40,20240530,0.2,20%,82,16,38
tc0c40s5ct0.xml,40,20240530,0.2,20%,83,4,28
tc0c40s5ct0.xml,40,20240530,0.2,20%,84,21,38
tc0c40s5ct0.xml,40,20240530,0.2,20%,85,11,22
tc0c40s5ct0.xml,40,20240530,0.2,20%,86,22,34
tc0c40s5ct0.xml,40,20240530,0.2,20%,87,31,36
tc0c40s5ct0.xml,40,20240530,0.2,20%,88,24,32
tc0c40s5ct0.xml,40,20240530,0.2,20%,89,4,21
tc0c40s5ct0.xml,40,20240530,0.2,20%,90,20,37
tc0c40s5ct0.xml,40,20240530,0.2,20%,91,6,36
tc0c40s5ct0.xml,40,20240530,0.2,20%,92,15,37
tc0c40s5ct0.xml,40,20240530,0.2,20%,93,13,24
tc0c40s5ct0.xml,40,20240530,0.2,20%,94,28,37
tc0c40s5ct0.xml,40,20240530,0.2,20%,95,19,25
tc0c40s5ct0.xml,40,20240530,0.2,20%,96,10,27
tc0c40s5ct0.xml,40,20240530,0.2,20%,97,30,38
tc0c40s5ct0.xml,40,20240530,0.2,20%,98,12,23
tc0c40s5ct0.xml,40,20240530,0.2,20%,99,18,35
tc0c40s5ct0.xml,40,20240530,0.2,20%,100,17,40
tc0c40s5ct0.xml,40,20240530,0.2,20%,101,20,28
tc0c40s5ct0.xml,40,20240530,0.2,20%,102,23,40
tc0c40s5ct0.xml,40,20240530,0.2,20%,103,3,5
tc0c40s5ct0.xml,40,20240530,0.2,20%,104,4,18
tc0c40s5ct0.xml,40,20240530,0.2,20%,105,7,22
tc0c40s5ct0.xml,40,20240530,0.2,20%,106,34,40
tc0c40s5ct0.xml,40,20240530,0.2,20%,107,9,30
tc0c40s5ct0.xml,40,20240530,0.2,20%,108,5,23
tc0c40s5ct0.xml,40,20240530,0.2,20%,109,17,37
tc0c40s5ct0.xml,40,20240530,0.2,20%,110,3,15
tc0c40s5ct0.xml,40,20240530,0.2,20%,111,1,34
tc0c40s5ct0.xml,40,20240530,0.2,20%,112,35,39
tc0c40s5ct0.xml,40,20240530,0.2,20%,113,6,40
tc0c40s5ct0.xml,40,20240530,0.2,20%,114,4,23
tc0c40s5ct0.xml,40,20240530,0.2,20%,115,18,31
tc0c40s5ct0.xml,40,20240530,0.2,20%,116,7,21
